09,03,2023

1,1958,12,2024,

185.2,
 58.2, 64.6, 71.3, 77.5, 83.8, 93.7,104.3,113.7,121.2,125.3,130.3,137.5,
141.9,144.9,149.6,153.4,156.8,158.3,158.3,157.6,156.5,157.3,157.5,153.5,
150.6,152.9,152.0,149.3,147.0,143.8,140.6,140.5,142.1,142.1,141.7,143.9,
147.6,147.6,146.6,146.5,145.5,145.2,146.3,146.6,144.9,141.7,138.1,131.7,
123.7,115.4,108.2,103.3,100.3, 97.1, 90.7, 84.0, 79.5, 76.4, 74.4, 73.2,
 71.4, 69.3, 66.6, 63.6, 59.9, 56.1, 54.7, 52.3, 48.4, 44.9, 41.2, 38.4,
 36.6, 34.8, 34.1, 33.7, 32.5, 30.8, 28.5, 26.8, 26.6, 26.5, 26.2, 25.6,
 24.2, 23.0, 22.1, 20.6, 19.2, 18.2, 17.0, 15.4, 13.4, 12.1, 11.3, 10.8,
 10.4, 10.1,  9.7,  8.5,  8.0,  8.5,  8.4,  8.3,  8.4,  8.8,  9.8, 10.4,
 10.5, 11.0, 13.5, 16.5, 18.3, 20.3, 22.6, 25.0, 28.3, 31.8, 35.0, 39.0,
 43.7, 48.9, 53.4, 56.5, 59.4, 62.5, 65.4, 67.8, 69.5, 70.5, 73.0, 77.9,
 82.6, 84.6, 83.8, 85.5, 90.5, 93.1, 94.3, 97.5,102.3,107.8,111.0,111.1,
112.9,116.8,119.9,120.8,119.0,118.7,119.8,118.6,116.3,114.5,112.7,112.0,
108.7,104.0,104.8,107.6,108.6,109.8,111.7,113.6,114.1,114.0,115.5,114.9,
113.5,114.6,113.3,110.5,108.8,106.2,102.7, 98.7, 94.6, 90.5, 85.2, 82.0,
 80.8, 78.3, 74.0, 70.1, 67.6, 65.0, 61.8, 60.0, 59.5, 58.2, 56.7, 54.8,
 52.0, 49.3, 47.1, 45.5, 43.8, 41.6, 40.2, 39.2, 37.5, 35.9, 35.3, 35.2,
 34.6, 33.9, 33.5, 31.6, 28.9, 28.8, 29.1, 27.4, 25.8, 25.5, 24.9, 23.0,
 20.8, 18.6, 17.4, 17.1, 17.3, 16.3, 15.3, 15.6, 15.6, 14.2, 12.6, 12.1,
 11.9, 11.5, 10.7,  9.8,  8.6,  7.6,  6.9,  6.0,  5.9,  6.0,  5.7,  4.9,
  4.2,  3.6,  3.3,  3.4,  3.5,  3.3,  2.8,  2.7,  2.3,  1.8,  1.7,  1.7,
  1.8,  1.9,  2.0,  2.2,  2.3,  2.7,  3.6,  4.8,  6.2,  7.1,  7.6,  8.3,
  9.3, 10.6, 12.3, 14.0, 15.5, 16.4, 16.7, 17.4, 19.6, 23.2, 26.5, 28.8,
 30.9, 33.4, 36.9, 41.8, 47.6, 53.2, 57.2, 59.0, 59.5, 59.9, 61.1, 63.4,
 65.2, 68.9, 67.2, 65.9, 62.6, 58.3, 57.3, 55.9, 58.1, 59.4, 60.7, 61.1,
 58.6, 60.6, 56.8, 57.6, 59.1, 63.7, 66.7, 69.3, 76.2, 74.4, 75.3, 73.6,
 76.0, 75.7, 78.4, 81.0, 80.5, 80.9, 78.6, 75.4, 69.0, 68.1, 65.1, 63.9,
 62.5, 62.0, 60.9, 55.9, 54.1, 50.9, 49.5, 47.3, 45.8, 45.6, 44.2, 40.7,
 37.1, 36.3, 35.2, 33.6, 30.4, 29.8, 27.2, 24.2, 22.3, 21.5, 21.1, 19.5,
 18.9, 18.5, 19.1, 16.4, 15.5, 14.6, 14.0, 12.4, 10.1, 11.6, 10.9, 10.7,
  9.7,  8.9,  8.0,  5.1,  4.3,  4.0,  4.9,  4.1,  4.3,  4.7,  4.9,  4.3,
  3.1,  3.6,  2.7,  2.5,  2.2,  2.6,  2.8,  2.4,  2.4,  2.2,  1.7,  1.3,
  1.3,  2.0,  2.0,  2.4,  4.3,  5.1,  5.6,  5.6,  6.8,  7.4,  7.4,  9.3,
 12.1, 13.3, 15.2, 17.4, 18.0, 19.3, 22.0, 24.8, 28.1, 31.6, 35.6, 39.1,
 42.1, 45.3, 48.1, 51.1, 54.0, 56.6, 60.6, 64.6, 66.8, 69.0, 73.4, 75.5,
 80.0, 82.1, 86.4, 88.5, 92.6, 94.6, 98.5,100.4,104.0,105.8,109.1,110.7,
113.7,115.1,117.6,118.8,121.0,122.0,123.7,124.4,125.7,126.2,127.0,127.2,
128.4,
